"","Age","Years.of.Experience","Number.of.Vehicles","Gender","Married","Losses.in.Thousands"
"7078",60,39,"2","M","Single",210.8084136
"9426",16,0,"3","F","Married",333.0099508
"6645",61,40,"2","M","Single",321.2791476
"596",41,23,"1","M","Married",404.4662799
"4904",28,7,"2","F","Married",334.5390852
"1586",68,49,"1","M","Married",348.7748871
"6429",62,44,"2","M","Married",340.4622361
"14876",64,44,"4","M","Married",160.4725396
"272",69,51,"1","F","Single",254.7680456
"12334",62,43,"3","F","Single",184.7169557
"5450",56,35,"2","M","Married",374.6621594
"347",33,15,"1","M","Married",546.5349024
"11561",26,8,"3","M","Married",381.3059277
"602",21,2,"1","F","Single",293.2690619
"3453",64,44,"2","F","Single",173.7304605
"8970",25,8,"3","F","Single",1355.412924
"6759",38,21,"2","M","Single",710.6181282
"2001",18,0,"1","F","Single",744.3208775
"7811",20,2,"3","F","Single",457.5992138
"11824",69,52,"3","M","Single",355.337431
"11436",21,4,"3","F","Married",447.7142831
"5830",24,7,"2","M","Single",359.9859003
"5480",57,36,"2","F","Single",449.1830842
"15091",48,31,"4","F","Married",634.839158
"4339",67,46,"2","F","Married",106.9446878
"10946",68,50,"3","M","Single",80.09244893
"4743",21,2,"2","M","Single",917.9892784
"5285",17,0,"2","M","Single",478.3743453
"8095",61,41,"3","M","Single",41.55716101
"7593",44,26,"2","F","Single",347.6735122
"6388",70,51,"2","M","Single",323.4648917
"5165",17,0,"2","F","Married",258.9133824
"9321",36,19,"3","F","Married",598.7167497
"2840",33,14,"2","M","Married",353.7225604
"11178",67,50,"3","F","Married",462.6231671
"5367",25,7,"2","F","Married",142.6101548
"12357",32,13,"3","M","Single",445.2562954
"8381",21,4,"3","M","Single",421.0218123
"3441",57,36,"2","M","Single",560.2708214
"2405",25,6,"1","F","Married",171.1116362
"9748",50,29,"3","F","Married",493.8233283
"9038",48,29,"3","M","Single",726.1445664
"3702",22,4,"2","F","Married",400.5274009
"456",50,33,"1","F","Married",292.8056952
"6122",18,1,"2","M","Married",266.8493854
"10811",48,27,"3","F","Married",520.9510609
"5946",23,5,"2","M","Married",329.3240747
"8398",36,16,"3","F","Married",369.8083673
"4555",20,1,"2","F","Single",329.4951415
"8390",25,8,"3","F","Married",196.8324535
"9265",29,10,"3","F","Married",214.1620153
"12229",66,46,"3","M","Married",30.71424992
"1916",42,23,"1","M","Single",458.218025
"1686",61,42,"1","F","Married",250.8953606
"1266",64,44,"1","M","Single",530.6500807
"162",57,38,"1","F","Married",596.5321778
"6732",66,46,"2","F","Single",78.95193381
"14306",65,48,"4","F","Single",418.7371198
"2672",48,29,"2","F","Single",159.3969869
"14308",57,37,"4","F","Married",436.2360182
"4301",31,12,"2","F","Married",295.3917924
"12013",25,6,"3","F","Married",432.5538698
"6524",63,46,"2","M","Single",170.6091203
"14047",25,6,"4","F","Married",218.4827576
"5156",61,42,"2","F","Single",209.1193573
"2266",58,39,"1","M","Single",773.6304312
"14805",20,2,"4","F","Married",219.7389538
"1051",42,21,"1","F","Single",380.8165241
"5785",18,1,"2","F","Single",430.9324283
"3922",64,46,"2","M","Single",120.0611593
"10515",62,45,"3","F","Single",232.0335156
"7018",18,1,"2","M","Married",380.1822674
"1034",32,13,"1","M","Married",626.3597611
"449",22,4,"1","F","Single",484.2131818
"799",58,38,"1","F","Married",386.1270382
"8361",23,4,"3","M","Single",637.9966337
"12406",23,6,"3","F","Married",498.0613531
"13755",20,2,"4","M","Married",517.381102
"221",28,11,"1","F","Married",159.3673423
"11314",69,51,"3","F","Single",251.7472081
"6120",65,45,"2","M","Single",402.5284304
"64",28,10,"1","F","Single",865.1666105
"9755",63,46,"3","M","Single",156.3483341
"10590",28,10,"3","F","Married",294.7493408
"5719",24,7,"2","M","Single",631.7729612
"10568",41,22,"3","F","Married",322.7181033
"3216",37,19,"2","F","Married",264.6079872
"7798",60,41,"3","M","Single",47.37650767
"5657",42,22,"2","M","Married",575.1646979
"7505",37,19,"2","F","Single",367.3292173
"12238",58,38,"3","M","Single",898.8260511
"10529",66,45,"3","M","Married",274.1892299
"11486",16,0,"3","F","Single",800.818839
"13246",60,43,"4","F","Married",246.1529271
"1624",29,9,"1","M","Married",172.5128998
"2870",37,17,"2","F","Single",431.8786997
"13328",21,4,"4","M","Single",795.6680301
"9127",18,0,"3","F","Single",492.2584052
"11610",22,5,"3","F","Married",292.367162
"3091",29,12,"2","F","Married",339.9327006
"12439",60,42,"3","F","Single",100.3853562
"14735",25,7,"4","F","Single",779.3304797
"3917",18,0,"2","F","Single",334.9006802
"9561",51,32,"3","M","Single",462.2527861
"4987",46,28,"2","F","Single",396.236596
"11913",56,36,"3","M","Married",479.2886062
"14153",35,18,"4","M","Single",367.5393468
"238",70,52,"1","F","Single",327.935663
"12044",63,45,"3","F","Married",288.708758
"10460",62,42,"3","F","Married",33.00902796
"2038",18,0,"1","F","Single",372.963556
"9122",49,28,"3","M","Single",402.0034132
"2966",17,0,"2","M","Single",401.972946
"9681",25,8,"3","F","Married",756.143944
"3650",51,31,"2","M","Single",486.428662
"5651",55,34,"2","F","Married",318.3150965
"3397",66,46,"2","F","Single",230.9981212
"10473",25,7,"3","F","Married",553.462844
"14531",21,4,"4","M","Single",890.2712621
"2151",37,20,"1","M","Married",261.0602312
"5702",68,48,"2","F","Married",97.79617698
"5335",42,24,"2","M","Single",696.5284014
"6533",61,44,"2","M","Single",136.1851032
"14178",48,28,"4","F","Married",357.2248106
"13586",62,44,"4","F","Married",24.66727168
"3156",51,34,"2","F","Single",470.0477801
"8933",22,3,"3","F","Single",352.901898
"3391",57,39,"2","F","Single",754.1085424
"7136",49,29,"2","F","Married",161.0206519
"4513",32,11,"2","M","Married",370.4949476
"180",65,44,"1","M","Single",290.7360244
"9409",23,6,"3","F","Single",305.7334947
"1096",63,43,"1","F","Married",115.7704846
"3855",51,34,"2","M","Single",257.0408231
"1898",58,37,"1","F","Married",223.0815797
"9701",50,30,"3","F","Married",305.9487254
"9477",63,45,"3","F","Single",476.8854492
"14907",21,2,"4","F","Married",356.6248281
"807",16,0,"1","M","Single",789.2221205
"13402",62,41,"4","M","Married",138.9066927
"2231",25,7,"1","M","Married",733.1835635
"10886",16,0,"3","F","Single",503.171863
"9112",24,7,"3","M","Single",1029.882891
"14997",29,11,"4","F","Married",185.6099405
"12755",64,46,"3","M","Married",176.4612428
"14579",60,43,"4","M","Single",323.0459727
"6669",49,31,"2","M","Married",438.0736832
"2200",53,35,"1","F","Single",166.6465849
"14095",22,4,"4","M","Single",1050.53842
"4331",18,0,"2","M","Single",1026.325173
"5153",43,23,"2","M","Single",429.4852152
"13364",18,0,"4","M","Married",435.8457162
"10704",62,43,"3","F","Single",657.0786444
"12675",17,0,"3","M","Married",488.1049567
"9775",20,3,"3","M","Single",915.7145156
"10098",19,1,"3","F","Single",235.3451905
"10973",48,30,"3","M","Married",271.2293863
"14605",19,2,"4","F","Single",436.4979325
"5327",53,34,"2","F","Married",328.0856883
"1230",41,21,"1","M","Single",277.4546101
"5712",70,53,"2","F","Single",74.26939143
"3322",19,1,"2","M","Single",664.5184463
"8634",68,50,"3","M","Single",233.8172637
"8369",57,40,"3","M","Married",471.3671809
"11109",34,15,"3","M","Single",503.4558814
"12346",29,9,"3","M","Married",548.0053385
"9855",68,51,"3","F","Married",258.834171
"14241",20,2,"4","M","Single",832.5978179
"10486",49,29,"3","F","Single",353.6232199
"9020",55,35,"3","F","Single",476.8177299
"380",25,6,"1","F","Single",227.3336458
"6243",51,30,"2","M","Married",547.7794054
"504",28,9,"1","M","Married",668.780303
"14585",24,7,"4","M","Married",447.220707
"8077",59,39,"3","M","Single",268.7853382
"9702",67,47,"3","F","Single",348.092367
"8256",23,6,"3","F","Married",286.2937389
"14917",61,40,"4","F","Married",161.6488695
"15182",24,6,"4","M","Single",576.8021942
"12528",19,1,"3","F","Married",264.0771175
"13233",16,0,"4","M","Married",435.3721562
"10004",61,44,"3","F","Single",149.4016837
"10767",17,0,"3","M","Married",1530.056899
"1928",45,27,"1","M","Married",395.081989
"11125",48,30,"3","M","Single",455.7566006
"1625",48,30,"1","M","Single",278.7787348
"8456",60,40,"3","M","Single",27.84268659
"1540",66,47,"1","M","Married",26.44116868
"640",22,4,"1","M","Single",334.8882663
"8313",42,22,"3","F","Single",506.4480532
"13138",49,29,"4","F","Married",468.7989474
"8742",55,36,"3","M","Married",381.4232944
"4350",18,0,"2","F","Married",250.9612776
"1736",30,9,"1","M","Single",440.0845453
"74",60,42,"1","F","Single",46.01271223
"10729",27,10,"3","F","Single",699.0681192
"11258",20,1,"3","M","Married",684.9732329
"9859",65,45,"3","M","Single",199.8544749
"991",68,47,"1","F","Single",101.120868
"6148",38,21,"2","F","Married",733.1059148
"6955",21,4,"2","M","Single",744.6703098
"9883",23,4,"3","F","Married",304.0993493
"4637",19,0,"2","F","Single",472.1382826
"4482",21,2,"2","M","Single",556.8865116
"1361",33,12,"1","M","Married",661.1792137
"2437",25,6,"1","M","Married",575.4669131
"10330",25,8,"3","M","Married",641.0568299
"8010",51,31,"3","M","Married",329.3468008
"5081",35,16,"2","F","Married",487.5793938
"7098",18,1,"2","F","Single",369.0694765
"353",39,21,"1","M","Single",352.1776675
"13416",70,52,"4","M","Single",213.9903772
"11010",17,0,"3","M","Married",724.3219304
"1421",70,50,"1","M","Single",195.1892798
"3964",16,0,"2","M","Married",444.4002378
"10796",62,41,"3","M","Single",213.2164678
"4316",70,53,"2","F","Single",216.5357324
"862",61,43,"1","M","Married",178.9945855
"925",62,41,"1","M","Single",91.22254626
"6481",19,2,"2","M","Married",527.8022838
"12552",57,38,"3","F","Married",362.7180358
"1407",32,15,"1","M","Married",402.5737594
"7994",25,7,"3","F","Married",191.9748218
"10314",37,18,"3","M","Single",396.4468939
"3699",39,19,"2","M","Single",468.2881432
"9350",60,39,"3","F","Married",320.3579811
"5152",69,49,"2","M","Married",170.4699518
"11560",16,0,"3","F","Single",403.5725088
"14786",29,11,"4","M","Married",392.5738636
"9598",38,17,"3","F","Married",291.4424914
"3607",18,0,"2","F","Single",370.6460868
"11456",28,10,"3","F","Single",131.1657194
"14717",53,34,"4","M","Single",465.8402699
"8793",69,51,"3","M","Single",282.5751978
"6850",18,0,"2","M","Married",422.0503089
"10223",57,40,"3","M","Single",759.7345504
"7841",31,10,"3","M","Married",329.2102879
"9658",24,7,"3","F","Single",446.9873113
"4396",25,8,"2","M","Married",123.9473868
"822",57,38,"1","F","Married",142.7516263
"12974",64,47,"4","M","Single",63.36369571
"12337",20,1,"3","M","Single",496.7315303
"3738",22,4,"2","F","Single",352.0244029
"13106",18,0,"4","M","Married",335.5532115
"3186",45,28,"2","M","Single",213.4488362
"15241",31,13,"4","M","Single",542.9156551
"2205",50,30,"1","M","Married",374.2330001
"13319",62,41,"4","M","Single",145.1097016
"7608",26,9,"2","F","Single",499.890252
"8713",20,1,"3","M","Single",1090.679449
"1072",61,44,"1","M","Married",90.01448314
"7724",26,8,"3","M","Single",440.6492298
"7310",21,3,"2","F","Married",326.7531806
"3995",22,4,"2","M","Married",800.0111715
"8201",68,47,"3","F","Single",131.2580644
"8848",27,7,"3","F","Married",367.0493584
"2821",63,42,"2","M","Married",48.95881303
"8780",18,0,"3","M","Single",497.6852173
"4761",69,51,"2","M","Married",264.7913926
"5251",51,30,"2","F","Single",720.0040562
"13838",17,0,"4","F","Married",342.6813578
"12020",68,48,"3","F","Married",204.7237459
"1633",19,1,"1","M","Single",535.0124158
"4683",61,42,"2","F","Single",24.21601283
"7040",28,7,"2","F","Single",387.1835882
"4749",59,38,"2","M","Married",375.8090896
"623",68,47,"1","M","Single",237.0065584
"9695",24,7,"3","F","Married",726.2144867
"14485",65,48,"4","F","Married",90.11203101
"11259",60,42,"3","M","Single",432.707755
"14251",65,45,"4","M","Single",478.7439131
"7301",68,47,"2","M","Married",102.9205046
"4815",28,8,"2","M","Married",377.2063695
"7049",21,2,"2","M","Single",523.0865746
"8918",29,11,"3","M","Single",445.3978588
"2147",40,21,"1","F","Single",390.5619161
"87",36,17,"1","F","Married",322.0024982
"13758",56,39,"4","F","Single",331.1692166
"6508",69,51,"2","M","Married",118.5701308
"10032",44,23,"3","M","Single",382.0787055
"7534",25,6,"2","F","Single",772.6737478
"908",62,43,"1","F","Married",599.9778705
"10269",22,3,"3","F","Married",426.5257171
"10665",18,0,"3","F","Married",158.0440421
"786",19,0,"1","F","Married",276.5807741
"12869",61,40,"4","M","Married",193.2447361
"5796",26,5,"2","F","Single",432.7976128
"9469",70,51,"3","M","Married",223.5059129
"915",43,22,"1","M","Married",361.1706404
"4529",59,40,"2","F","Single",246.3331978
"1045",68,50,"1","F","Single",408.4515225
"6394",16,0,"2","M","Married",344.1137958
"12670",67,48,"3","F","Married",96.31551372
"2697",25,8,"2","F","Single",805.5687001
"12965",60,41,"4","F","Married",253.4675589
"11922",63,42,"3","M","Single",50.5939685
"12958",22,3,"4","F","Single",317.1931767
"6751",28,7,"2","M","Single",653.7119739
"7625",48,28,"2","F","Single",623.6019605
"42",66,47,"1","M","Single",347.0821846
"6906",56,35,"2","M","Single",329.831764
"8770",19,0,"3","F","Single",309.952845
"629",32,13,"1","M","Married",307.2191317
"411",28,11,"1","M","Married",315.3474326
"3552",42,24,"2","F","Married",619.4023233
"1822",61,44,"1","M","Married",227.0893362
"11477",70,51,"3","F","Married",156.8181207
"8045",25,8,"3","M","Married",1053.630447
"6506",43,26,"2","F","Single",161.068729
"9067",62,41,"3","M","Single",153.5149829
"8033",27,6,"3","F","Single",378.7468718
"11472",16,0,"3","M","Married",192.9318487
"5987",61,43,"2","M","Married",239.0118742
"2776",23,4,"2","M","Single",482.5630144
"911",33,16,"1","M","Single",397.8918445
"3867",18,1,"2","F","Married",809.9843557
"724",45,25,"1","F","Married",295.0005078
"13177",36,16,"4","M","Married",268.109113
"11709",58,39,"3","F","Single",587.1796237
"13391",45,28,"4","F","Married",490.0024758
"3493",61,44,"2","M","Single",61.60442174
"1130",43,26,"1","F","Married",410.2660657
"252",57,38,"1","F","Single",478.456794
"182",41,22,"1","M","Married",516.9890908
"4837",44,26,"2","M","Married",681.5267918
"11347",45,26,"3","F","Single",428.8885515
"12538",70,53,"3","M","Single",196.9077858
"6834",38,17,"2","M","Married",123.8587097
"4180",67,47,"2","M","Married",265.9392975
"9513",28,9,"3","F","Married",325.3412948
"13444",29,10,"4","M","Single",449.0144241
"14674",42,25,"4","F","Single",357.7458818
"7317",41,23,"2","F","Married",236.3888221
"9317",41,20,"3","M","Single",759.8802844
"4617",64,43,"2","F","Married",205.2059665
"12745",42,22,"3","M","Married",413.9032242
"6017",30,13,"2","F","Single",352.1600587
"11127",70,52,"3","F","Single",205.8680136
"14649",22,3,"4","F","Married",292.3054943
"4371",17,0,"2","M","Married",202.2061182
"9924",66,46,"3","M","Married",216.106487
"14079",63,45,"4","M","Married",256.7659327
"15156",22,4,"4","F","Single",344.041623
"12445",19,1,"3","M","Married",411.4666098
"11593",66,47,"3","F","Single",320.9715915
"4273",67,48,"2","F","Married",56.76405585
"12097",60,39,"3","M","Married",50.92346602
"10400",18,0,"3","M","Married",463.5702261
"4230",64,45,"2","F","Married",26.84437074
"3017",18,0,"2","F","Married",142.3504531
"10020",19,0,"3","F","Married",239.8043929
"12359",65,46,"3","F","Single",243.3202757
"10387",52,32,"3","F","Single",368.5971401
"609",60,42,"1","F","Single",240.6219433
"698",67,46,"1","F","Single",340.8910535
"769",53,34,"1","F","Married",175.2074655
"11204",59,41,"3","F","Married",351.0509605
"5234",24,7,"2","F","Single",808.6426951
"6184",45,27,"2","M","Single",425.7957411
"10455",39,20,"3","M","Single",400.5657359
"15235",49,28,"4","M","Married",328.0313668
"15192",55,35,"4","F","Married",146.0157924
"10735",30,9,"3","M","Married",365.6165189
"12128",18,0,"3","M","Single",322.8584503
"4452",25,7,"2","M","Married",305.0281605
"8590",25,8,"3","M","Single",1041.094865
"14632",46,28,"4","F","Single",361.7241882
"3056",18,1,"2","F","Single",854.6130422
"14271",30,13,"4","F","Married",315.6685673
"7847",29,8,"3","M","Single",381.0256228
"13100",69,48,"4","F","Single",70.36978543
"2052",43,23,"1","F","Married",307.2503882
"14219",65,46,"4","M","Single",89.07133084
"8792",60,40,"3","M","Married",318.4869933
"2009",69,48,"1","M","Single",152.279689
"8560",43,22,"3","M","Married",354.4434427
"5740",60,41,"2","M","Married",68.87011296
"2228",17,0,"1","M","Married",691.1435667
"7468",51,31,"2","M","Married",634.6816208
"6762",68,49,"2","F","Married",201.7299071
"814",61,43,"1","M","Married",348.6501515
"3503",45,28,"2","M","Single",462.7939537
"3622",25,8,"2","F","Married",247.1359451
"1490",19,2,"1","F","Single",1028.075432
"13453",30,10,"4","F","Single",222.776852
"5128",27,6,"2","F","Single",387.6816898
"494",65,47,"1","F","Single",47.27603743
"8678",19,2,"3","F","Married",137.17354
"8479",45,28,"3","M","Married",421.442929
"14504",16,0,"4","M","Married",905.766452
"13024",69,51,"4","M","Single",91.45075257
"15048",67,50,"4","F","Married",455.3660093
"227",30,9,"1","M","Single",200.7912195
"14712",63,44,"4","M","Married",68.98139104
"4821",65,47,"2","F","Married",151.1795166
"10717",54,36,"3","M","Married",681.3273614
"1885",63,42,"1","F","Single",36.83406316
"420",16,0,"1","F","Single",227.3926774
"6314",66,49,"2","M","Married",87.4444744
"12135",25,8,"3","M","Single",752.9000012
"8906",25,7,"3","F","Married",323.3091998
"5020",62,41,"2","M","Married",106.3385177
"12893",53,33,"4","F","Single",149.2581064
"8032",61,44,"3","M","Married",157.8614352
"3518",66,45,"2","F","Single",46.47222042
"5688",54,34,"2","M","Married",252.4345156
"14148",66,47,"4","M","Married",323.0443489
"10074",69,50,"3","F","Married",102.1084932
"13260",16,0,"4","F","Single",303.3291757
"7781",62,43,"3","M","Married",191.2545419
"5626",40,19,"2","F","Married",430.571871
"1978",44,23,"1","F","Married",289.9684397
"10475",22,5,"3","M","Single",1239.894273
"6800",33,14,"2","M","Single",246.2217902
"11334",68,49,"3","F","Single",16.47449989
"4403",69,51,"2","F","Married",96.32803426
"4741",63,42,"2","M","Married",107.6584512
"14416",53,36,"4","F","Single",388.7396022
"7243",44,24,"2","F","Single",630.3165834
"482",35,16,"1","M","Single",522.5136507
"4211",16,0,"2","F","Single",228.5100351
"4507",34,13,"2","F","Married",289.2435646
"2862",23,4,"2","M","Single",1194.817985
"1401",65,44,"1","F","Single",72.71566223
"10864",60,40,"3","F","Married",45.03801412
"3404",60,40,"2","M","Married",144.495086
"6592",65,46,"2","F","Married",68.62394417
"4919",55,38,"2","M","Single",465.282525
"9604",65,48,"3","M","Single",157.119858
"3844",51,34,"2","F","Single",670.3400985
"6511",28,11,"2","M","Married",343.5043559
"14736",25,8,"4","F","Married",205.7232741
"11671",21,2,"3","M","Single",724.4198456
"11357",66,49,"3","F","Single",205.7500451
"4654",50,29,"2","M","Single",518.1773009
"4540",17,0,"2","F","Married",163.4888262
"14534",65,44,"4","M","Married",103.759105
"9166",68,50,"3","M","Single",269.2805318
"7875",61,42,"3","F","Married",124.9121363
"9872",21,4,"3","F","Married",492.2762627
"2177",17,0,"1","M","Single",557.4409401
"1408",67,47,"1","M","Single",218.0002008
"4082",26,6,"2","M","Single",341.0697115
"483",42,23,"1","F","Married",291.6776414
"12921",19,1,"4","M","Married",473.3081657
"1765",65,48,"1","M","Single",67.57033377
"6417",63,46,"2","F","Single",160.393469
"2213",60,39,"1","F","Single",133.2658411
"6232",19,2,"2","M","Single",454.4784827
"10655",18,0,"3","M","Married",282.1934552
"9340",22,4,"3","M","Single",1363.388951
"8041",21,4,"3","M","Single",867.8923141
"5217",21,3,"2","F","Single",315.7115233
"5344",67,50,"2","F","Married",267.2641669
"1671",22,4,"1","M","Married",297.2343156
"13917",63,46,"4","M","Married",241.281305
"3910",16,0,"2","M","Married",333.81286
"7775",25,7,"3","F","Married",368.7636096
"2724",56,38,"2","F","Single",430.9502505
"3752",58,38,"2","M","Married",543.1069812
"147",23,6,"1","M","Single",376.1669213
"4171",22,4,"2","F","Married",903.5620212
"11143",55,36,"3","F","Single",513.3494544
"1940",65,45,"1","F","Married",155.8039596
"15164",23,4,"4","F","Single",576.0591251
"14003",21,4,"4","F","Single",278.0756923
"2889",50,31,"2","F","Single",147.9677119
"13287",30,12,"4","M","Married",664.5255283
"1850",51,31,"1","F","Married",369.549543
"13538",19,0,"4","M","Married",348.6048979
"13497",65,46,"4","F","Single",109.4723436
"3463",16,0,"2","M","Married",691.6319204
"6045",42,21,"2","F","Single",323.249291
"1493",47,29,"1","M","Single",989.827214
"11539",20,3,"3","F","Married",253.1215171
"5891",20,3,"2","M","Single",862.7117483
"4631",18,0,"2","M","Single",463.2390525
"2434",69,52,"1","F","Single",264.9025025
"3561",67,48,"2","M","Single",179.5737097
"13405",20,1,"4","F","Married",374.547514
"10169",69,48,"3","M","Single",52.80196713
"5440",23,4,"2","F","Single",518.588689
"6380",24,5,"2","F","Married",254.5990556
"8644",43,22,"3","M","Married",411.0143991
"1718",22,3,"1","M","Single",862.4872404
"48",40,19,"1","F","Single",387.4851589
"5140",63,43,"2","F","Single",671.7035307
"11549",17,0,"3","F","Married",125.6791073
"734",35,15,"1","F","Single",354.4909509
"972",64,43,"1","F","Married",375.1662201
"722",54,35,"1","M","Married",230.9037288
"3753",66,45,"2","M","Single",808.9727914
"13743",20,3,"4","F","Single",553.4820444
"8842",50,31,"3","F","Single",373.3074332
"3188",45,28,"2","F","Single",201.0110126
"6530",28,8,"2","F","Single",665.8071197
"3179",18,0,"2","M","Single",324.8442166
"9771",39,21,"3","F","Single",363.5975285
"5175",43,26,"2","F","Married",600.5002692
"14803",21,4,"4","M","Married",499.3441883
"2611",27,8,"2","F","Single",546.6553508
"9515",18,0,"3","F","Single",409.9402636
"1229",19,1,"1","F","Single",1131.743655
"1138",29,9,"1","M","Single",456.8106223
"7010",66,46,"2","F","Single",44.8549712
"715",49,28,"1","F","Married",527.5459518
"13466",51,33,"4","F","Married",183.6142249
"1967",58,38,"1","F","Married",191.5121155
"5835",40,22,"2","F","Married",325.1315004
"7739",68,47,"3","M","Single",309.9202624
"2803",18,0,"2","F","Single",532.0880332
"461",17,0,"1","M","Married",260.2345014
"10508",16,0,"3","M","Married",176.0440184
"12650",52,33,"3","M","Single",534.9380745
"9978",28,9,"3","F","Married",367.2097593
"1431",52,32,"1","M","Married",147.3761696
"5906",35,14,"2","F","Married",335.7239662
"12292",23,5,"3","M","Married",612.7802233
"13865",23,4,"4","F","Married",298.9305038
"12232",70,52,"3","M","Married",217.2116428
"6430",25,7,"2","F","Single",373.8939521
"10930",70,53,"3","F","Married",237.6977683
"1673",16,0,"1","F","Single",171.3772645
"6503",62,45,"2","M","Single",104.0642762
"2950",64,45,"2","M","Single",119.6491594
"11823",22,4,"3","F","Single",426.2884302
"6190",45,27,"2","M","Single",433.4797677
"3604",23,5,"2","F","Married",168.1472026
"6782",54,33,"2","M","Married",349.3069773
"2135",22,4,"1","F","Single",170.9577581
"992",67,47,"1","M","Single",98.11645572
"14288",23,5,"4","F","Married",274.6576474
"6970",64,47,"2","F","Married",16.61784175
"6193",38,18,"2","F","Married",470.6478699
"12909",66,49,"4","M","Married",91.43353114
"13668",43,22,"4","M","Single",800.8715333
"11679",18,1,"3","M","Married",685.7656083
"15071",49,31,"4","M","Married",355.5963269
"11762",16,0,"3","F","Single",364.9645903
"12183",40,19,"3","M","Married",350.8803961
"9734",16,0,"3","F","Single",245.9460385
"7607",43,24,"2","F","Single",464.751069
"11980",17,0,"3","M","Single",425.2846908
"743",25,8,"1","M","Single",712.2418496
"5392",58,37,"2","F","Married",300.0849615
"315",23,5,"1","M","Married",420.4922713
"7190",66,47,"2","M","Married",276.3640713
"14627",68,47,"4","F","Single",133.9413601
"10431",62,41,"3","M","Single",302.8527283
"8195",49,30,"3","M","Single",761.7817369
"10823",18,0,"3","F","Married",416.4371054
"5000",19,2,"2","M","Single",737.3161446
"14040",26,9,"4","M","Married",310.3356728
"9739",19,1,"3","M","Married",232.254786
"5752",69,48,"2","M","Married",54.20270961
"10291",68,47,"3","F","Married",33.2907655
"13976",49,28,"4","M","Married",730.5001882
"622",68,48,"1","F","Single",105.8026452
"2846",61,42,"2","F","Married",216.8792098
"4406",17,0,"2","F","Single",269.2318208
"6892",34,17,"2","M","Single",201.5720329
"14898",67,47,"4","F","Single",221.311805
"1778",33,12,"1","F","Married",131.6187607
"15199",53,32,"4","F","Married",422.7035968
"12172",26,8,"3","M","Married",372.6185169
"1584",46,28,"1","M","Married",391.5392555
"12962",56,37,"4","M","Single",401.2190964
"12903",29,12,"4","F","Married",345.7301215
"9863",69,48,"3","F","Single",256.7040757
"1337",60,40,"1","F","Single",399.5053889
"9294",44,27,"3","F","Married",524.6173436
"3422",48,28,"2","M","Single",406.6455748
"7499",18,0,"2","F","Married",155.371894
"10755",25,6,"3","F","Single",373.0683159
"11990",20,1,"3","M","Single",499.032731
"10706",16,0,"3","M","Married",431.0177082
"2526",63,43,"1","F","Single",422.9930733
"9295",17,0,"3","F","Single",526.4224252
"3897",70,51,"2","M","Married",282.3902591
"15056",24,5,"4","M","Single",681.5777283
"571",64,46,"1","M","Married",390.4062578
"11943",40,23,"3","F","Married",306.1517631
"216",62,42,"1","M","Married",387.2442899
"13314",28,10,"4","M","Single",409.919158
"13046",22,5,"4","F","Married",500.5121407
"1459",65,47,"1","F","Married",49.57582016
"4229",18,0,"2","F","Married",111.2766466
"5438",17,0,"2","M","Single",1122.25101
"4174",69,52,"2","M","Single",49.25237813
"665",20,2,"1","F","Single",475.6435642
"6877",25,8,"2","M","Married",586.4575226
"13508",24,6,"4","M","Single",1621.306259
"13109",18,1,"4","F","Married",301.015681
"2750",62,42,"2","M","Single",313.4091523
"887",65,44,"1","M","Married",479.8133205
"7762",19,1,"3","M","Single",825.4040835
"7467",20,1,"2","F","Married",227.9283072
"7485",33,14,"2","F","Married",293.7842
"7292",61,43,"2","M","Single",178.7270613
"10663",23,5,"3","F","Married",160.8956892
"1922",60,39,"1","F","Married",227.5730607
"13377",25,8,"4","M","Married",384.6180335
"14481",69,49,"4","F","Married",225.8124156
"9104",19,0,"3","M","Married",354.9298111
"3711",20,2,"2","M","Single",945.7624519
"9282",61,42,"3","F","Single",227.7540504
"7051",47,29,"2","M","Single",410.7083923
"9926",57,36,"3","F","Single",443.0355432
"4917",24,5,"2","F","Single",345.91391
"6807",67,46,"2","F","Single",103.1529002
"7623",65,44,"2","F","Single",272.9090816
"8218",47,27,"3","F","Single",333.8327365
"601",16,0,"1","M","Married",333.0519897
"737",65,45,"1","M","Married",218.8769746
"2884",29,11,"2","F","Single",556.4168189
"4349",22,5,"2","M","Married",615.4151608
"13739",70,53,"4","M","Single",37.08766322
"11066",27,8,"3","M","Single",281.3557517
"7194",64,43,"2","F","Married",34.56669768
"9836",26,9,"3","M","Married",716.6627127
"5341",52,35,"2","F","Single",599.4664433
"14053",33,14,"4","F","Married",342.5903152
"1520",22,3,"1","F","Single",405.999425
"1999",68,48,"1","M","Single",295.8847896
"12270",24,5,"3","F","Married",122.4885697
"10733",64,45,"3","F","Single",732.8982638
"14896",23,6,"4","F","Single",429.2584884
"13913",16,0,"4","F","Married",298.0911559
"4425",25,8,"2","F","Married",258.95265
"684",56,36,"1","M","Married",192.6799087
"8249",59,40,"3","F","Married",304.4177007
"12809",19,0,"4","F","Married",700.394564
"1195",61,44,"1","M","Single",577.1904324
"2944",52,31,"2","F","Married",303.4051642
"8564",62,45,"3","F","Single",32.05340234
"5193",38,19,"2","F","Single",484.3743228
"4623",60,43,"2","F","Single",317.6100662
"7262",19,0,"2","F","Married",497.3690476
"1166",20,2,"1","F","Single",576.7216887
